step,timestamp,value,numenta_score,your_score,abs_diff,prediction_count,segment_count
146,2014-04-01 12:10:00,72.0084220248,0.10000000149,0.06666666666666665,0.03333333482333335,523,4380
147,2014-04-01 12:15:00,75.3574808711,0.10000000149,0.033333333333333326,0.06666666815666668,570,4410
148,2014-04-01 12:20:00,72.3095103677,0.10000000149,0.06666666666666665,0.03333333482333335,566,4440
149,2014-04-01 12:25:00,83.9717453641,0.125,0.19999999999999996,0.07499999999999996,515,4470
150,2014-04-01 12:30:00,74.2411363371,0.0500000007451,0.0,0.0500000007451,629,4500
151,2014-04-01 12:35:00,85.8016679353,0.125,0.23333333333333328,0.10833333333333328,502,4530
152,2014-04-01 12:40:00,82.194437192,0.0500000007451,0.1333333333333333,0.0833333325882333,586,4560
153,2014-04-01 12:45:00,75.5798939857,0.0250000003725,0.033333333333333326,0.008333332960833325,660,4590
154,2014-04-01 12:50:00,74.4340968432,0.0,0.033333333333333326,0.033333333333333326,674,4620
155,2014-04-01 12:55:00,81.94354482050001,0.0750000029802,0.1333333333333333,0.0583333303531333,636,4650
156,2014-04-01 13:00:00,86.3926524705,0.0750000029802,0.23333333333333328,0.1583333303531333,539,4680
157,2014-04-01 13:05:00,83.47372499939999,0.0750000029802,0.1333333333333333,0.0583333303531333,644,4710
158,2014-04-01 13:10:00,77.5581280065,0.0500000007451,0.033333333333333326,0.016666667411766672,735,4740
159,2014-04-01 13:15:00,81.3786019713,0.0500000007451,0.09999999999999998,0.04999999925489998,701,4770
160,2014-04-01 13:20:00,76.953713801,0.0250000003725,0.033333333333333326,0.008333332960833325,763,4800
161,2014-04-01 13:25:00,87.9652763341,0.125,0.23333333333333328,0.10833333333333328,577,4830
162,2014-04-01 13:30:00,83.9612714729,0.0250000003725,0.1333333333333333,0.1083333329608333,675,4860
163,2014-04-01 13:35:00,81.81046701060001,0.0250000003725,0.033333333333333326,0.008333332960833325,752,4890
164,2014-04-01 13:40:00,78.7532409691,0.0250000003725,0.0,0.0250000003725,803,4920
165,2014-04-01 13:45:00,81.8707829394,0.0250000003725,0.06666666666666665,0.041666666294166654,753,4950
166,2014-04-01 13:50:00,77.4472651938,0.0250000003725,0.033333333333333326,0.008333332960833325,798,4980
167,2014-04-01 13:55:00,72.4444465903,0.0500000007451,0.09999999999999998,0.04999999925489998,705,5010
168,2014-04-01 14:00:00,78.31765692970001,0.0250000003725,0.033333333333333326,0.008333332960833325,816,5040
169,2014-04-01 14:05:00,86.883522504,0.0500000007451,0.19999999999999996,0.14999999925489996,650,5070
170,2014-04-01 14:10:00,82.0168805171,0.0250000003725,0.06666666666666665,0.041666666294166654,783,5100
171,2014-04-01 14:15:00,73.3397707712,0.0750000029802,0.06666666666666665,0.008333336313533349,747,5130
172,2014-04-01 14:20:00,86.15576213920002,0.0750000029802,0.16666666666666663,0.09166666368646663,666,5160
173,2014-04-01 14:25:00,76.2983350936,0.0500000007451,0.033333333333333326,0.016666667411766672,813,5190
174,2014-04-01 14:30:00,75.89666867439999,0.0500000007451,0.033333333333333326,0.016666667411766672,821,5220
175,2014-04-01 14:35:00,76.7497713346,0.0500000007451,0.033333333333333326,0.016666667411766672,853,5250
176,2014-04-01 14:40:00,81.2313364867,0.0,0.033333333333333326,0.033333333333333326,806,5280
177,2014-04-01 14:45:00,80.7111351745,0.0,0.0,0.0,844,5310
178,2014-04-01 14:50:00,79.8587866682,0.0250000003725,0.0,0.0250000003725,870,5340
179,2014-04-01 14:55:00,83.4765827479,0.0,0.06666666666666665,0.06666666666666665,772,5370
180,2014-04-01 15:00:00,77.06386388119998,0.0500000007451,0.033333333333333326,0.016666667411766672,850,5400
181,2014-04-01 15:05:00,84.51222102,0.0250000003725,0.09999999999999998,0.07499999962749998,757,5430
182,2014-04-01 15:10:00,74.8044287246,0.0500000007451,0.033333333333333326,0.016666667411766672,800,5460
183,2014-04-01 15:15:00,84.5211212147,0.0500000007451,0.09999999999999998,0.04999999925489998,766,5490
184,2014-04-01 15:20:00,82.6201685228,0.0250000003725,0.06666666666666665,0.041666666294166654,806,5520
185,2014-04-01 15:25:00,82.930536812,0.0,0.06666666666666665,0.06666666666666665,812,5550
186,2014-04-01 15:30:00,79.7040891874,0.0,0.033333333333333326,0.033333333333333326,884,5580
187,2014-04-01 15:35:00,82.6712308715,0.0500000007451,0.06666666666666665,0.016666665921566653,823,5610
188,2014-04-01 15:40:00,73.2760492881,0.0250000003725,0.033333333333333326,0.008333332960833325,787,5640
189,2014-04-01 15:45:00,85.6239958745,0.0500000007451,0.09999999999999998,0.04999999925489998,774,5670
190,2014-04-01 15:50:00,72.8880560037,0.0250000003725,0.033333333333333326,0.008333332960833325,794,5700
191,2014-04-01 15:55:00,74.3791501112,0.0250000003725,0.0,0.0250000003725,835,5730
192,2014-04-01 16:00:00,81.228479377,0.0500000007451,0.033333333333333326,0.016666667411766672,848,5760
193,2014-04-01 16:05:00,83.83042233260001,0.0250000003725,0.09999999999999998,0.07499999962749998,788,5790
194,2014-04-01 16:10:00,73.2198844471,0.0250000003725,0.06666666666666665,0.041666666294166654,774,5820
195,2014-04-01 16:15:00,86.73207050010002,0.0500000007451,0.16666666666666663,0.11666666592156663,728,5850
196,2014-04-01 16:20:00,87.5775542316,0.0750000029802,0.19999999999999996,0.12499999701979995,699,5880
197,2014-04-01 16:25:00,81.69504591329998,0.0500000007451,0.033333333333333326,0.016666667411766672,867,5910
198,2014-04-01 16:30:00,79.6997422622,0.0500000007451,0.033333333333333326,0.016666667411766672,892,5940
199,2014-04-01 16:35:00,83.8621585408,0.0500000007451,0.09999999999999998,0.04999999925489998,810,5970
200,2014-04-01 16:40:00,77.2535693101,0.0250000003725,0.033333333333333326,0.008333332960833325,873,6000
201,2014-04-01 16:45:00,79.8920775526,0.0,0.033333333333333326,0.033333333333333326,898,6030
202,2014-04-01 16:50:00,86.6582500449,0.0,0.16666666666666663,0.16666666666666663,753,6060
203,2014-04-01 16:55:00,87.29031920610001,0.0750000029802,0.19999999999999996,0.12499999701979995,727,6090
204,2014-04-01 17:00:00,86.8330725129,0.0250000003725,0.09999999999999998,0.07499999962749998,771,6120
205,2014-04-01 17:05:00,76.19913981090001,0.0250000003725,0.0,0.0250000003725,864,6150
206,2014-04-01 17:10:00,75.7194755672,0.0500000007451,0.033333333333333326,0.016666667411766672,836,6180
207,2014-04-01 17:15:00,76.762602618,0.0250000003725,0.033333333333333326,0.008333332960833325,866,6210
208,2014-04-01 17:20:00,79.0609474388,0.0250000003725,0.033333333333333326,0.008333332960833325,888,6240
209,2014-04-01 17:25:00,77.02664902640001,0.0500000007451,0.033333333333333326,0.016666667411766672,871,6270
210,2014-04-01 17:30:00,77.98737478470001,0.0500000007451,0.033333333333333326,0.016666667411766672,888,6300
211,2014-04-01 17:35:00,81.93015977270001,0.0250000003725,0.033333333333333326,0.008333332960833325,878,6330
212,2014-04-01 17:40:00,84.20037850050001,0.0500000007451,0.09999999999999998,0.04999999925489998,817,6360
213,2014-04-01 17:45:00,83.768899005,0.0500000007451,0.06666666666666665,0.016666665921566653,822,6390
214,2014-04-01 17:50:00,85.0307444214,0.0250000003725,0.09999999999999998,0.07499999962749998,799,6420
215,2014-04-01 17:55:00,72.5149226057,0.0750000029802,0.09999999999999998,0.024999997019799977,758,6450
216,2014-04-01 18:00:00,29.105490665700003,0.800000011921,0.7333333333333334,0.06666667858766662,226,6480
217,2014-04-01 18:05:00,33.8520444488,1.0,0.7666666666666666,0.2333333333333334,118,6510
218,2014-04-01 18:10:00,32.211698278200004,1.0,0.7666666666666666,0.2333333333333334,118,6540
219,2014-04-01 18:15:00,32.5000940721,1.0,0.7666666666666666,0.2333333333333334,118,6570
220,2014-04-01 18:20:00,29.1365503112,1.0,0.8,0.19999999999999996,117,6600
221,2014-04-01 18:25:00,30.4340024842,0.949999988079,0.8333333333333334,0.11666665474566662,84,6630
222,2014-04-01 18:30:00,32.8854612373,1.0,0.8333333333333334,0.16666666666666663,84,6660
223,2014-04-01 18:35:00,34.2987575113,1.0,0.8333333333333334,0.16666666666666663,84,6690
224,2014-04-01 18:40:00,34.6686870856,1.0,0.8333333333333334,0.16666666666666663,84,6720
225,2014-04-01 18:45:00,32.0026786288,0.824999988079,0.8333333333333334,0.00833334525433338,84,6750
226,2014-04-01 18:50:00,32.2910288896,0.625,0.5333333333333333,0.09166666666666667,95,6780
227,2014-04-01 18:55:00,34.131511085599996,0.725000023842,0.5333333333333333,0.1916666905086667,106,6810
228,2014-04-01 19:00:00,22.5685569733,0.449999988079,0.4,0.04999998807899997,463,6840
229,2014-04-01 19:05:00,22.4755249615,0.27500000596,0.4,0.12499999404,459,6870
230,2014-04-01 19:10:00,24.2147751608,0.324999988079,0.30000000000000004,0.024999988078999946,497,6900
231,2014-04-01 19:15:00,23.698897290300003,0.27500000596,0.33333333333333337,0.058333327373333355,497,6930
232,2014-04-01 19:20:00,24.2326435888,0.324999988079,0.2666666666666667,0.05833332141233327,541,6960
233,2014-04-01 19:25:00,21.1377456459,0.20000000298,0.3666666666666667,0.1666666636866667,522,6990
234,2014-04-01 19:30:00,22.5092009454,0.25,0.33333333333333337,0.08333333333333337,566,7020
235,2014-04-01 19:35:00,23.9342738231,0.25,0.2666666666666667,0.01666666666666672,549,7050
236,2014-04-01 19:40:00,20.6579411338,0.15000000596,0.3666666666666667,0.2166666607066667,528,7080
237,2014-04-01 19:45:00,23.72008515,0.17499999702,0.30000000000000004,0.12500000298000005,554,7110
238,2014-04-01 19:50:00,20.9797196068,0.0,0.33333333333333337,0.33333333333333337,570,7140
239,2014-04-01 19:55:00,23.7803707178,0.15000000596,0.23333333333333328,0.0833333273733333,632,7170
240,2014-04-01 20:00:00,20.938755589,0.0,0.1333333333333333,0.1333333333333333,774,7200
241,2014-04-01 20:05:00,19.2234943904,0.0250000003725,0.16666666666666663,0.14166666629416663,745,7230
242,2014-04-01 20:10:00,20.3708584741,0.0,0.1333333333333333,0.1333333333333333,780,7260
243,2014-04-01 20:15:00,21.2250833071,0.0,0.1333333333333333,0.1333333333333333,782,7290
244,2014-04-01 20:20:00,21.0282612297,0.0,0.09999999999999998,0.09999999999999998,818,7320
245,2014-04-01 20:25:00,20.1820042736,0.0,0.09999999999999998,0.09999999999999998,820,7350
246,2014-04-01 20:30:00,22.1158050371,0.0,0.033333333333333326,0.033333333333333326,878,7380
247,2014-04-01 20:35:00,20.558902699,0.0,0.09999999999999998,0.09999999999999998,841,7410
248,2014-04-01 20:40:00,20.5040322087,0.0,0.06666666666666665,0.06666666666666665,864,7440
249,2014-04-01 20:45:00,18.6869781922,0.0500000007451,0.1333333333333333,0.0833333325882333,801,7470
250,2014-04-01 20:50:00,22.2090048501,0.0250000003725,0.033333333333333326,0.008333332960833325,891,7500
251,2014-04-01 20:55:00,19.1574692354,0.0250000003725,0.09999999999999998,0.07499999962749998,840,7530
252,2014-04-01 21:00:00,20.2099229424,0.0250000003725,0.06666666666666665,0.041666666294166654,876,7560
253,2014-04-01 21:05:00,21.3160988514,0.0250000003725,0.033333333333333326,0.008333332960833325,910,7590
254,2014-04-01 21:10:00,18.9523497644,0.0250000003725,0.09999999999999998,0.07499999962749998,848,7620
255,2014-04-01 21:15:00,20.2060186776,0.0250000003725,0.06666666666666665,0.041666666294166654,882,7650
256,2014-04-01 21:20:00,19.0537607405,0.0250000003725,0.09999999999999998,0.07499999962749998,850,7680
257,2014-04-01 21:25:00,21.1397660835,0.0250000003725,0.033333333333333326,0.008333332960833325,914,7710
258,2014-04-01 21:30:00,20.3545999721,0.0,0.0,0.0,948,7740
259,2014-04-01 21:35:00,21.5267381254,0.0,0.0,0.0,936,7770
260,2014-04-01 21:40:00,21.6818074721,0.0,0.0,0.0,937,7800
261,2014-04-01 21:45:00,20.693789562,0.0,0.033333333333333326,0.033333333333333326,924,7830
262,2014-04-01 21:50:00,21.0018924452,0.0,0.033333333333333326,0.033333333333333326,920,7860
263,2014-04-01 21:55:00,20.2938253758,0.0,0.033333333333333326,0.033333333333333326,922,7890
264,2014-04-01 22:00:00,19.556471129,0.0,0.06666666666666665,0.06666666666666665,891,7920
265,2014-04-01 22:05:00,20.6122404548,0.0,0.033333333333333326,0.033333333333333326,924,7950
266,2014-04-01 22:10:00,21.6539223116,0.0,0.033333333333333326,0.033333333333333326,913,7980
267,2014-04-01 22:15:00,19.6856015647,0.0,0.06666666666666665,0.06666666666666665,894,8010
268,2014-04-01 22:20:00,19.2761274305,0.0,0.06666666666666665,0.06666666666666665,896,8040
269,2014-04-01 22:25:00,19.5725193424,0.0,0.06666666666666665,0.06666666666666665,896,8070
270,2014-04-01 22:30:00,19.760542438,0.0,0.06666666666666665,0.06666666666666665,896,8100
271,2014-04-01 22:35:00,18.3118065813,0.0,0.09999999999999998,0.09999999999999998,864,8130
272,2014-04-01 22:40:00,20.0129613686,0.0,0.033333333333333326,0.033333333333333326,919,8160
273,2014-04-01 22:45:00,19.9964351491,0.0,0.033333333333333326,0.033333333333333326,927,8190
274,2014-04-01 22:50:00,20.3733149249,0.0,0.0,0.0,959,8220
275,2014-04-01 22:55:00,19.4699533412,0.0,0.06666666666666665,0.06666666666666665,895,8250
276,2014-04-01 23:00:00,20.4563572484,0.0,0.033333333333333326,0.033333333333333326,927,8280
277,2014-04-01 23:05:00,21.5169957091,0.0,0.033333333333333326,0.033333333333333326,915,8310
278,2014-04-01 23:10:00,21.8260737616,0.0,0.033333333333333326,0.033333333333333326,915,8340
279,2014-04-01 23:15:00,20.3383530767,0.0,0.033333333333333326,0.033333333333333326,928,8370
